part,trial,side,flex_mmc_max,automq_flex,ij_mmc,automq_ij,flex_omc_sag_max,ij_omc_sag
P10,65,L,45.4009824599603,42.79682881531528,0.9861148425664239,0.975552190062464,53.912458113222144,0.9925036413278309
P10,66,L,49.820636869980895,45.04002860908015,0.9863812009112796,0.9886450020764324,53.31533178211268,0.9984039954976477
P10,67,L,47.26545979065727,42.54979943964784,0.9943477059030209,0.9904134610644105,51.98844199082634,0.9967840629066361
P10,68,L,46.64347950670354,43.57307718020435,0.9920670695454019,0.9894012128712514,51.317009623827985,0.999123554686885
P10,69,L,47.01644188559141,44.4195101730146,0.9862898731193679,0.9699427705782597,53.001409401824425,0.9913912535575204
P10,6,R,42.74790429534519,45.153493064326746,0.9727427402860808,0.9613238933112126,50.31691320651039,0.9827999374671629
P10,70,L,43.77460230854793,43.620948920381174,0.9874938593763438,0.9726428413737103,52.734197036953645,0.9894046643891308
P10,71,L,46.14140735949905,44.07107594359013,0.9932045229997396,0.9871983939330609,52.45813833929978,0.9966304977585235
P10,72,L,47.70242987339092,44.85127116572266,0.9678145016243311,0.9554969981225381,55.4006813779754,0.9803201726182602
P10,73,L,47.35457936610954,43.1624038210069,0.9840655051615559,0.9886735168886689,55.28317060443086,0.9944279157055784
P10,74,L,51.441223345114395,43.87742779316196,0.9816438060274998,0.961146253469721,55.21417262128144,0.9852044025534854
P10,75,L,49.909254192388204,43.73451012070819,0.9866570156758944,0.9773743742225242,54.8120040093392,0.9966578085412613
P10,77,L,49.1979131925757,45.567285066173675,0.987345073721876,0.9821468224300216,54.71139393220119,0.9971284116011234
P10,78,L,46.2994924153515,44.82719627248003,0.996349227833534,0.9895566520261904,54.01916274202216,0.9989111594010733
P10,79,L,44.888753959542576,44.25268406394563,0.987526089026901,0.9797715163138714,53.51327178373536,0.993255409157084
P10,7,R,44.6101747187147,43.873369917162556,0.9732131511563525,0.9634572619431812,49.971572727885295,0.9900357220194984
P10,80,L,46.829308251773284,44.78231100103208,0.9879260921135443,0.9771026839245514,53.8580360634013,0.9948568114103248
P10,81,L,46.90872024327778,44.02772409297112,0.9903085106253904,0.9764142472654869,54.327557130375595,0.9948071047107214
P10,82,L,45.58864834555209,44.4327041146236,0.992292219638996,0.9768598051066565,53.49411218484602,0.9935155436451577
P10,83,L,43.23261272138618,42.726032209487286,0.9863695819441605,0.9743670589858007,55.207194472610574,0.9909000044051804
P10,8,R,42.63575739749965,44.08631888150353,0.9686641892140824,0.9778673472885664,49.032169861911164,0.9952813450586521
P10,9,R,45.213728003861654,46.85523574410341,0.9576237446186208,0.9778690996736319,48.150806890439455,0.9934875250471039
P12,10,L,52.053172472275484,56.92018858575308,0.9666059036573984,0.9544331543168678,49.13250801948795,0.9760639244777182
P12,11,L,50.821275560867065,55.74839479351327,0.980627742669921,0.9410445480699574,47.30782031515967,0.9732572992685061
P12,12,L,47.11006835701539,53.88282140840557,0.9809834147229771,0.9415886956504513,45.66264044272725,0.9824003605731864
P12,13,L,49.59342452220392,57.27878952100867,0.965510835085307,0.942864327857646,49.32595640115084,0.9722826473853795
P12,14,L,50.7658158350404,57.88389780984061,0.9706403139102151,0.9362912899625248,49.96710229562453,0.972493817936819
P12,15,L,50.39834925091433,56.49007220480915,0.9763143265867885,0.9436144002805298,49.26478133313036,0.9702586713021311
P12,16,L,49.812578651003044,54.99936277316966,0.9708685485374985,0.9444497804201536,48.01576636944992,0.974835538356376
