part,trial,side,flexM,abdM,automq_flex,automq_abd,ijM,automq_ij,flexO,abdO,ijO
P10,26,R,43.0355796889953,37.12795664036125,49.376000795739,46.40435051445347,0.9630375244694112,0.972927256943385,48.57537863314428,44.14941409487095,0.9907511872112293
P10,27,R,43.43285276898109,42.25882728525656,49.649829743475294,45.968972381278995,0.9857662389915288,0.9720040705609877,48.01858563861731,43.865244110354425,0.9906873941624216
P10,28,R,43.23622981092671,43.12441450025633,53.178006304939146,49.45076343108174,0.9877248951658714,0.98322058678393,48.62088006486577,46.83554763013124,0.99121736533734
P10,2,R,45.78431899031246,49.2865014909753,50.132006477937786,53.60682811231032,0.9752119001850383,0.971490285071303,51.22865209647163,50.56229297090834,0.9932244860124517
P10,31,R,42.886350980712095,37.35058508018503,40.82994420091734,39.92851839257766,0.9164527974089801,0.9881201069771323,51.13262974298551,41.432201904991025,0.9771650297895906
P10,32,R,45.7316999867893,35.7307163241154,41.09423862460192,40.911183519224345,0.9669865826131425,0.9816040624222823,50.276055698204615,41.341582694783256,0.9914638534256435
P10,33,R,45.18298425195153,36.48912230338226,40.399841716754835,41.34957021663025,0.989601467217334,0.9892209663309516,49.88254254544827,41.91275739077274,0.9918921409738786
P10,34,R,43.61208856372761,35.89727412104754,41.09037519160982,42.142961476262066,0.9934818044761703,0.9730937228395831,48.59999394144309,42.11500457708435,0.9827035501771441
P10,35,R,44.337747389193744,38.57345001246957,42.07395754610625,39.63169336051324,0.9841487640299661,0.989459422673634,49.139191978496704,39.673341091170265,0.9914870296853394
P10,36,R,44.600411501392664,35.605049408730224,41.171184175757126,39.62008591922213,0.9194579729412262,0.991143666321213,48.904492014562,39.22320241432983,0.9815447296635776
P10,37,R,43.62431820734553,35.602801283871145,41.7515715947827,37.00097783024595,0.8654685915402515,0.9868494083015599,48.35254470886047,37.434063746804384,0.9940115598123237
P10,38,R,44.70629089241912,31.077900357051753,46.99560535840008,41.823955122283024,0.991576429033667,0.9805118498148947,48.10329253180521,41.4544067529558,0.9960326506126579
P10,39,R,44.852875147233945,38.47912072500704,47.75086833446683,42.03801458851804,0.9909643600367517,0.9819099580342102,47.794866612444785,41.72036180569441,0.9973881012334742
P10,3,R,44.038660972759345,40.68383725495577,44.744852882863356,46.11569378149242,0.9669111341726846,0.9657909000099237,50.20491563277825,45.2502510932624,0.989111460161173
P10,44,L,50.03915486840033,32.483726837974686,43.28817507688623,39.11958483384486,0.9751900018434344,0.9897189263170478,48.58457101811976,42.19261500333337,0.9907568624337766
P10,45,L,49.179953936322136,34.876286601982684,42.79685247932777,40.66539899863745,0.9681266586146852,0.9857318065855584,48.01670274017864,45.101052540609395,0.9961496789271339
P10,46,L,50.53488458627519,36.197406282613194,43.449703243096096,39.968076234147034,0.9834822030116495,0.9884102193759867,47.41824028653049,45.41138476652635,0.9949124343736586
