part,cond,amq_std,our_std,lean_std,amq_vs_lean,our_vs_lean
P10,affected,4.309211184811306,6.563297017827383,3.8910662779316616,0.8030333128693659,-0.9277506541704331
P10,affected,5.775108103354568,7.703351977041525,3.5247689748009603,0.8196321277700775,-0.9096412699705773
P10,affected,5.429757523657199,7.7031235162969,3.684074656410593,0.8247963819599823,-0.9258027036450487
P10,affected,6.351428876257304,8.407455031347062,3.345965273047866,0.847214834087225,-0.9241072486244581
P10,affected,5.431001484330043,7.6605104809040965,3.380081751654729,0.8787809440647713,-0.9521421508630463
P10,affected,5.537508927246338,7.4093138077369325,3.0383074157317855,0.8522995317498854,-0.9300094309807307
P10,affected,5.329525104731984,7.285774266475973,3.1443209482681556,0.8328473603983058,-0.9260027999148449
P10,affected,6.309257930244579,8.00035013111805,2.8032871074100116,0.7785403664063583,-0.8782340615791229
P10,affected,5.344338596184058,7.644514891312926,3.716569884543156,0.7884678789443078,-0.91659955037106
P10,affected,5.486010734690411,7.590925725725672,3.3574694515467067,0.8718748722295947,-0.950052760774679
P10,affected,6.018036293906441,7.98590603541729,3.3108541704600127,0.8740139529444066,-0.9434735783863635
P10,affected,5.824796803937797,7.799658810657715,2.8395166821779663,0.8618249458127342,-0.9353227413827498
P10,affected,5.211521649207985,7.301885269035688,2.9713566017677375,0.8297284657104466,-0.9269271227062976
P10,affected,6.023364633135584,7.877040616978501,2.846167847042806,0.8420813909724653,-0.9197824107853833
P10,affected,5.223255166285814,7.6186202548340995,3.5259906258850067,0.6832069586210807,-0.842474555636759
P10,affected,5.1048202926281325,7.11661585515588,3.3335294441378327,0.8336499375446943,-0.9261827209888303
P10,affected,5.191811919247769,7.286025609416101,3.382882419951069,0.8408072004099792,-0.9316385103213836
P10,affected,5.33658897250208,7.003046540203657,2.9495888921579567,0.8438191271566764,-0.9232130103375968
P10,affected,5.304490218434288,6.875404145416326,3.020837959731067,0.8319275956134943,-0.911865776035788
P10,affected,5.179359647462404,6.918130675451377,3.1477280646179717,0.8391497941450012,-0.9224545029815634
P10,affected,5.35204826668663,7.282731015815219,3.0606028293300467,0.863653231227308,-0.9358536052791829
P10,affected,5.08745004201689,7.131235402109937,3.4744413624059987,0.8306696083880167,-0.9272616876566669
P10,affected,5.238408105854081,7.299280823711472,3.214414571640775,0.8879135900485704,-0.9532538095057651
P10,affected,4.856283074447586,7.082416439504776,3.1761567667601405,0.857183419350065,-0.948694289417087
P10,affected,5.453930318879487,7.143311429344777,3.366079363437171,0.8425271890343967,-0.931343740677614
P10,affected,5.840589463183711,7.401958049670416,3.0867978439390207,0.8018764685136113,-0.9025860809721277
P10,affected,5.6746159906668145,7.3261755270729,3.274421067819855,0.6857237249318695,-0.8332511850014449
P10,affected,4.886640037818265,6.975456285208698,3.3929339714479485,0.7731904118556409,-0.894552510687295
P10,affected,5.8588535577942915,8.058243321804492,3.885297195081658,0.836178227633664,-0.930442380890187
P10,affected,5.635318675081053,7.83912120065805,3.6822689903127115,0.7693967436094179,-0.892521989624306
P10,affected,5.743183730917051,7.601027152758153,3.1272443725223087,0.8166090706371765,-0.8984738440822947
P10,affected,5.616948243818738,7.730769877886641,3.259078108117675,0.8804928232513087,-0.9410891103794892
P10,affected,5.726611063494543,7.508070025262874,3.018137420175081,0.8589712525948819,-0.9268961052447909
P10,affected,5.929442869966026,7.822128522085122,3.170874778409162,0.8459026947922154,-0.9256300919884061
P10,affected,5.552574917796228,7.381786862863345,3.0096171803121887,0.8220370244496868,-0.9055708760468653
P10,affected,5.26901434555331,7.675407770561945,3.320211989384515,0.842620879978678,-0.9412755530215527
P10,affected,5.516390481768286,7.904122527514311,4.251235297923377,0.8108052502756711,-0.927392835362269
P12,unaffected,8.806414490329082,7.762293490839276,0.6251201077922152,-0.92065384601489,0.9481095769283192
