src,part,trial,drink_outside_hold,short_hold,short_drink,hold_touches_start,hold_touches_end,no_rest_pre,no_rest_post,cup_nan_frac,hand_nan_frac,no_track
mmc_c3kf_wr,P17,trial_59_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_59_R_affected,True,False,False,False,False,False,False,0.3854389721627409,0.0,
omc,P17,trial_5_L_unaffected,False,False,False,False,False,False,False,0.032418952618453865,0.032418952618453865,
mmc,P17,trial_5_L_unaffected,True,False,False,False,False,False,False,0.08229426433915212,0.0,
mmc_c3kf,P17,trial_5_L_unaffected,True,False,False,False,False,False,False,0.5461346633416458,0.0,
mmc_c3kf_wr,P17,trial_5_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_5_L_unaffected,True,False,False,False,False,False,False,0.5461346633416458,0.0,
omc,P17,trial_60_R_affected,False,False,False,False,False,False,False,0.026694045174537988,0.026694045174537988,
mmc,P17,trial_60_R_affected,True,False,True,False,False,False,False,0.004106776180698152,0.0,
mmc_c3kf,P17,trial_60_R_affected,True,False,True,False,False,False,False,0.3921971252566735,0.0,
mmc_c3kf_wr,P17,trial_60_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_60_R_affected,True,False,True,False,False,False,False,0.3921971252566735,0.0,
omc,P17,trial_61_R_affected,False,False,False,False,False,False,False,0.023121387283236993,0.023121387283236993,
mmc,P17,trial_61_R_affected,True,False,True,False,False,False,False,0.0019267822736030828,0.0,
mmc_c3kf,P17,trial_61_R_affected,True,False,False,False,False,False,False,0.40847784200385356,0.0,
mmc_c3kf_wr,P17,trial_61_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_61_R_affected,True,False,False,False,False,False,False,0.40847784200385356,0.0,
omc,P17,trial_62_R_affected,True,False,False,False,False,False,False,0.024742268041237112,0.024742268041237112,
mmc,P17,trial_62_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P17,trial_62_R_affected,False,False,False,False,False,False,False,0.2907216494845361,0.0,
mmc_c3kf_wr,P17,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_62_R_affected,False,False,False,False,False,False,False,0.2907216494845361,0.0,
omc,P17,trial_63_R_affected,False,False,False,False,False,False,False,0.027586206896551724,0.027586206896551724,
mmc,P17,trial_63_R_affected,False,False,False,False,False,False,False,0.2413793103448276,0.0,
mmc_c3kf,P17,trial_63_R_affected,True,False,True,False,False,False,False,0.2413793103448276,0.0,
mmc_c3kf_wr,P17,trial_63_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_63_R_affected,True,False,True,False,False,False,False,0.2413793103448276,0.0,
omc,P17,trial_64_R_affected,False,False,False,False,False,False,False,0.029953917050691243,0.029953917050691243,
mmc,P17,trial_64_R_affected,True,False,False,False,False,False,False,0.1336405529953917,0.0,
mmc_c3kf,P17,trial_64_R_affected,,,,,,,,,,True
mmc_c3kf_wr,P17,trial_64_R_affected,,,,,,,,,,True
mmc_c3kf_wr2,P17,trial_64_R_affected,,,,,,,,,,True
omc,P17,trial_65_R_affected,False,False,False,False,False,False,False,0.029885057471264367,0.029885057471264367,
mmc,P17,trial_65_R_affected,True,False,True,False,False,False,False,0.004597701149425287,0.0,
mmc_c3kf,P17,trial_65_R_affected,True,False,True,False,False,False,False,0.3724137931034483,0.0,
mmc_c3kf_wr,P17,trial_65_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_65_R_affected,True,False,True,False,False,False,False,0.3724137931034483,0.0,
omc,P17,trial_66_R_affected,False,False,False,False,False,False,False,0.03131991051454139,0.03131991051454139,
mmc,P17,trial_66_R_affected,True,False,True,False,False,False,False,0.053691275167785234,0.0,
mmc_c3kf,P17,trial_66_R_affected,True,False,False,False,False,False,False,0.43847874720357943,0.0,
mmc_c3kf_wr,P17,trial_66_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_66_R_affected,True,False,False,False,False,False,False,0.43847874720357943,0.0,
omc,P17,trial_67_R_affected,False,False,False,False,False,False,False,0.028199566160520606,0.028199566160520606,
mmc,P17,trial_67_R_affected,True,False,True,False,False,False,False,0.06073752711496746,0.0,
mmc_c3kf,P17,trial_67_R_affected,True,False,True,False,False,False,False,0.44251626898047725,0.0,
mmc_c3kf_wr,P17,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_67_R_affected,True,False,True,False,False,False,False,0.44251626898047725,0.0,
omc,P17,trial_68_R_affected,False,False,False,False,False,False,False,0.02748414376321353,0.02748414376321353,
mmc,P17,trial_68_R_affected,True,False,True,False,False,False,False,0.004228329809725159,0.0,
mmc_c3kf,P17,trial_68_R_affected,True,False,False,False,False,False,False,0.3974630021141649,0.0,
mmc_c3kf_wr,P17,trial_68_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_68_R_affected,True,False,False,False,False,False,False,0.3974630021141649,0.0,
omc,P17,trial_69_R_affected,False,False,False,False,False,False,False,0.026970954356846474,0.026970954356846474,
mmc,P17,trial_69_R_affected,True,False,True,False,False,False,False,0.002074688796680498,0.0,
mmc_c3kf,P17,trial_69_R_affected,True,False,False,False,False,False,False,0.3755186721991701,0.0,
mmc_c3kf_wr,P17,trial_69_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_69_R_affected,True,False,False,False,False,False,False,0.3755186721991701,0.0,
omc,P17,trial_6_L_unaffected,True,False,False,False,False,False,False,0.02771362586605081,0.02771362586605081,
mmc,P17,trial_6_L_unaffected,True,False,False,False,False,False,False,0.11547344110854503,0.0,
mmc_c3kf,P17,trial_6_L_unaffected,True,False,False,False,False,False,False,0.44110854503464203,0.0,
mmc_c3kf_wr,P17,trial_6_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_6_L_unaffected,True,False,False,False,False,False,False,0.44110854503464203,0.0,
omc,P17,trial_70_R_affected,False,False,False,False,False,False,False,0.026030368763557483,0.026030368763557483,
mmc,P17,trial_70_R_affected,True,False,True,False,False,False,False,0.16052060737527116,0.0,
mmc_c3kf,P17,trial_70_R_affected,True,False,False,False,False,False,False,0.5466377440347071,0.0,
mmc_c3kf_wr,P17,trial_70_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_70_R_affected,True,False,False,False,False,False,False,0.5466377440347071,0.0,
omc,P17,trial_71_R_affected,False,False,False,False,False,False,False,0.02434782608695652,0.02434782608695652,
mmc,P17,trial_71_R_affected,True,False,True,False,False,False,False,0.006956521739130435,0.0,
mmc_c3kf,P17,trial_71_R_affected,True,False,False,False,False,False,False,0.38782608695652177,0.0,
mmc_c3kf_wr,P17,trial_71_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_71_R_affected,True,False,False,False,False,False,False,0.38782608695652177,0.0,
omc,P17,trial_72_R_affected,False,False,False,False,False,False,False,0.026584867075664622,0.026584867075664622,
mmc,P17,trial_72_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P17,trial_72_R_affected,True,False,False,False,False,False,False,0.3496932515337423,0.0,
mmc_c3kf_wr,P17,trial_72_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_72_R_affected,True,False,False,False,False,False,False,0.3496932515337423,0.0,
omc,P17,trial_73_R_affected,False,False,False,False,False,False,False,0.02495201535508637,0.02495201535508637,
mmc,P17,trial_73_R_affected,True,False,True,False,False,False,False,0.12092130518234165,0.0,
mmc_c3kf,P17,trial_73_R_affected,True,False,True,False,False,False,False,0.54510556621881,0.0,
mmc_c3kf_wr,P17,trial_73_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_73_R_affected,True,False,True,False,False,False,False,0.54510556621881,0.0,
omc,P17,trial_74_R_affected,False,False,False,False,False,False,False,0.0262582056892779,0.0262582056892779,
mmc,P17,trial_74_R_affected,True,False,True,False,False,False,False,0.16411378555798686,0.0,
mmc_c3kf,P17,trial_74_R_affected,True,False,True,False,False,False,False,0.5820568927789934,0.0,
mmc_c3kf_wr,P17,trial_74_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_74_R_affected,True,False,True,False,False,False,False,0.5820568927789934,0.0,
omc,P17,trial_75_R_affected,False,False,False,False,False,False,False,0.029612756264236904,0.029612756264236904,
mmc,P17,trial_75_R_affected,True,False,True,False,False,False,False,0.009111617312072893,0.0,
mmc_c3kf,P17,trial_75_R_affected,False,False,False,False,False,False,False,0.3553530751708428,0.0,
mmc_c3kf_wr,P17,trial_75_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_75_R_affected,False,False,False,False,False,False,False,0.3553530751708428,0.0,
omc,P17,trial_76_R_affected,True,False,False,False,False,False,False,0.02795698924731183,0.02795698924731183,
mmc,P17,trial_76_R_affected,True,False,False,False,False,False,False,0.060215053763440864,0.0,
mmc_c3kf,P17,trial_76_R_affected,True,False,False,False,False,False,False,0.443010752688172,0.0,
mmc_c3kf_wr,P17,trial_76_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_76_R_affected,True,False,False,False,False,False,False,0.443010752688172,0.0,
omc,P17,trial_77_R_affected,True,False,False,False,False,False,False,0.028455284552845527,0.028455284552845527,
mmc,P17,trial_77_R_affected,True,False,True,False,False,False,False,0.14227642276422764,0.0,
mmc_c3kf,P17,trial_77_R_affected,True,False,False,False,False,False,False,0.5304878048780488,0.0,
mmc_c3kf_wr,P17,trial_77_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_77_R_affected,True,False,False,False,False,False,False,0.5304878048780488,0.0,
omc,P17,trial_79_R_affected,False,False,False,False,False,False,False,0.02576112412177986,0.02576112412177986,
mmc,P17,trial_79_R_affected,True,False,False,False,False,False,False,0.0,0.00234192037470726,
mmc_c3kf,P17,trial_79_R_affected,True,False,True,False,False,False,False,0.36533957845433257,0.00234192037470726,
mmc_c3kf_wr,P17,trial_79_R_affected,True,False,True,False,False,False,False,0.00234192037470726,0.00234192037470726,
mmc_c3kf_wr2,P17,trial_79_R_affected,True,False,True,False,False,False,False,0.36533957845433257,0.00234192037470726,
omc,P17,trial_7_L_unaffected,False,False,False,False,False,False,False,0.02981651376146789,0.02981651376146789,
mmc,P17,trial_7_L_unaffected,True,False,False,False,False,False,False,0.006880733944954129,0.0,
mmc_c3kf,P17,trial_7_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P17,trial_7_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_7_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P17,trial_80_R_affected,False,False,False,False,False,False,False,0.02708803611738149,0.02708803611738149,
mmc,P17,trial_80_R_affected,True,False,False,False,False,False,False,0.004514672686230248,0.0,
mmc_c3kf,P17,trial_80_R_affected,True,False,False,False,False,False,False,0.38148984198645597,0.0,
mmc_c3kf_wr,P17,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_80_R_affected,True,False,False,False,False,False,False,0.38148984198645597,0.0,
omc,P17,trial_82_R_affected,False,False,False,False,False,False,False,0.030501089324618737,0.030501089324618737,
mmc,P17,trial_82_R_affected,True,False,True,False,False,False,False,0.006535947712418301,0.0,
mmc_c3kf,P17,trial_82_R_affected,False,False,False,False,False,False,False,0.420479302832244,0.0,
mmc_c3kf_wr,P17,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_82_R_affected,False,False,False,False,False,False,False,0.420479302832244,0.0,
omc,P17,trial_83_R_affected,False,False,False,False,False,False,False,0.024498886414253896,0.024498886414253896,
mmc,P17,trial_83_R_affected,True,False,True,False,False,False,False,0.13140311804008908,0.0,
mmc_c3kf,P17,trial_83_R_affected,True,False,False,False,False,False,False,0.5144766146993318,0.0,
mmc_c3kf_wr,P17,trial_83_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_83_R_affected,True,False,False,False,False,False,False,0.5144766146993318,0.0,
omc,P17,trial_8_L_unaffected,False,False,False,False,False,False,False,0.02631578947368421,0.02631578947368421,
mmc,P17,trial_8_L_unaffected,True,False,True,False,False,False,False,0.0021929824561403508,0.0,
mmc_c3kf,P17,trial_8_L_unaffected,False,False,False,False,False,False,False,0.4276315789473684,0.0,
mmc_c3kf_wr,P17,trial_8_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_8_L_unaffected,False,False,False,False,False,False,False,0.4276315789473684,0.0,
omc,P17,trial_9_L_unaffected,False,False,False,False,False,False,False,0.0332541567695962,0.0332541567695962,
mmc,P17,trial_9_L_unaffected,True,False,False,False,False,False,False,0.18527315914489312,0.0,
mmc_c3kf,P17,trial_9_L_unaffected,True,False,False,False,False,False,False,0.5106888361045131,0.0,
mmc_c3kf_wr,P17,trial_9_L_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P17,trial_9_L_unaffected,True,False,False,False,False,False,False,0.5106888361045131,0.0,
omc,P19,trial_47_R_affected,True,False,True,False,False,False,False,0.010071942446043165,0.010071942446043165,
mmc,P19,trial_47_R_affected,False,False,False,False,False,False,False,0.0057553956834532375,0.0028776978417266188,
mmc_c3kf,P19,trial_47_R_affected,False,False,False,False,False,False,False,0.08489208633093526,0.0028776978417266188,
mmc_c3kf_wr,P19,trial_47_R_affected,False,False,True,False,False,False,False,0.0014388489208633094,0.0028776978417266188,
mmc_c3kf_wr2,P19,trial_47_R_affected,False,False,False,False,False,False,False,0.08489208633093526,0.0028776978417266188,
omc,P19,trial_48_R_affected,False,False,False,False,False,False,False,0.011111111111111112,0.011111111111111112,
mmc,P19,trial_48_R_affected,False,False,False,False,False,False,False,0.013333333333333334,0.0,
mmc_c3kf,P19,trial_48_R_affected,False,False,True,False,False,False,False,0.14888888888888888,0.0,
mmc_c3kf_wr,P19,trial_48_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_48_R_affected,False,False,True,False,False,False,False,0.14888888888888888,0.0,
omc,P19,trial_49_R_affected,False,False,False,False,False,False,False,0.013888888888888888,0.013888888888888888,
mmc,P19,trial_49_R_affected,False,False,False,False,False,False,False,0.625,0.0,
mmc_c3kf,P19,trial_49_R_affected,False,False,False,False,False,False,False,0.625,0.0,
mmc_c3kf_wr,P19,trial_49_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_49_R_affected,False,False,False,False,False,False,False,0.625,0.0,
omc,P19,trial_50_R_affected,False,False,False,False,False,False,False,0.012626262626262626,0.012626262626262626,
mmc,P19,trial_50_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_50_R_affected,True,False,False,False,False,False,False,0.13383838383838384,0.0,
mmc_c3kf_wr,P19,trial_50_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_50_R_affected,True,False,False,False,False,False,False,0.13383838383838384,0.0,
omc,P19,trial_51_R_affected,False,False,False,False,False,False,False,0.012224938875305624,0.012224938875305624,
mmc,P19,trial_51_R_affected,False,False,False,False,False,False,False,0.05134474327628362,0.0024449877750611247,
mmc_c3kf,P19,trial_51_R_affected,True,False,False,False,False,False,False,0.21271393643031786,0.0024449877750611247,
mmc_c3kf_wr,P19,trial_51_R_affected,True,False,False,False,False,False,False,0.0,0.0024449877750611247,
mmc_c3kf_wr2,P19,trial_51_R_affected,True,False,False,False,False,False,False,0.21271393643031786,0.0024449877750611247,
omc,P19,trial_52_R_affected,False,False,False,False,False,False,False,0.013953488372093023,0.013953488372093023,
mmc,P19,trial_52_R_affected,True,False,False,False,False,False,False,0.0,0.002325581395348837,
mmc_c3kf,P19,trial_52_R_affected,False,False,False,False,False,False,False,0.2,0.002325581395348837,
mmc_c3kf_wr,P19,trial_52_R_affected,True,False,True,False,False,False,False,0.0,0.002325581395348837,
mmc_c3kf_wr2,P19,trial_52_R_affected,False,False,False,False,False,False,False,0.2,0.002325581395348837,
omc,P19,trial_53_R_affected,False,False,False,False,False,False,False,0.012254901960784314,0.012254901960784314,
mmc,P19,trial_53_R_affected,False,False,False,False,False,False,False,0.14705882352941177,0.0024509803921568627,
mmc_c3kf,P19,trial_53_R_affected,False,False,False,False,False,False,False,0.32598039215686275,0.0024509803921568627,
mmc_c3kf_wr,P19,trial_53_R_affected,True,False,True,False,False,False,False,0.0,0.0024509803921568627,
mmc_c3kf_wr2,P19,trial_53_R_affected,False,False,False,False,False,False,False,0.32598039215686275,0.0024509803921568627,
omc,P19,trial_54_R_affected,False,False,False,False,False,False,False,0.0103359173126615,0.0103359173126615,
mmc,P19,trial_54_R_affected,False,False,False,False,False,False,False,0.2713178294573643,0.0,
mmc_c3kf,P19,trial_54_R_affected,False,False,False,False,False,False,False,0.42377260981912146,0.0,
mmc_c3kf_wr,P19,trial_54_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_54_R_affected,False,False,False,False,False,False,False,0.42377260981912146,0.0,
omc,P19,trial_57_R_affected,False,False,False,False,False,False,False,0.012531328320802004,0.012531328320802004,
mmc,P19,trial_57_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_57_R_affected,False,False,False,False,False,False,False,0.14786967418546365,0.0,
mmc_c3kf_wr,P19,trial_57_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_57_R_affected,False,False,False,False,False,False,False,0.14786967418546365,0.0,
omc,P19,trial_58_R_affected,True,False,True,False,False,False,False,0.0077951002227171495,0.0077951002227171495,
mmc,P19,trial_58_R_affected,,,,,,,,,,True
mmc_c3kf,P19,trial_58_R_affected,,,,,,,,,,True
mmc_c3kf_wr,P19,trial_58_R_affected,,,,,,,,,,True
mmc_c3kf_wr2,P19,trial_58_R_affected,,,,,,,,,,True
omc,P19,trial_59_R_affected,False,False,False,False,False,False,False,0.012106537530266344,0.012106537530266344,
mmc,P19,trial_59_R_affected,False,False,False,False,False,False,False,0.2106537530266344,0.0,
mmc_c3kf,P19,trial_59_R_affected,False,False,True,False,False,False,False,0.3922518159806295,0.0,
mmc_c3kf_wr,P19,trial_59_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_59_R_affected,False,False,True,False,False,False,False,0.3922518159806295,0.0,
omc,P19,trial_60_R_affected,False,False,False,False,False,False,False,0.012315270935960592,0.012315270935960592,
mmc,P19,trial_60_R_affected,False,False,False,False,False,False,False,0.1477832512315271,0.0024630541871921183,
mmc_c3kf,P19,trial_60_R_affected,True,False,False,False,False,False,False,0.33004926108374383,0.0024630541871921183,
mmc_c3kf_wr,P19,trial_60_R_affected,True,False,False,False,False,False,False,0.0,0.0024630541871921183,
mmc_c3kf_wr2,P19,trial_60_R_affected,True,False,False,False,False,False,False,0.33004926108374383,0.0024630541871921183,
omc,P19,trial_61_R_affected,False,False,False,False,False,False,False,0.01141552511415525,0.01141552511415525,
mmc,P19,trial_61_R_affected,False,False,False,False,False,False,False,0.04794520547945205,0.0,
mmc_c3kf,P19,trial_61_R_affected,False,False,False,False,False,False,False,0.1963470319634703,0.0,
mmc_c3kf_wr,P19,trial_61_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_61_R_affected,False,False,False,False,False,False,False,0.1963470319634703,0.0,
omc,P19,trial_62_R_affected,False,False,False,False,False,False,False,0.008928571428571428,0.008928571428571428,
mmc,P19,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_62_R_affected,False,False,False,False,False,False,False,0.12946428571428573,0.0,
mmc_c3kf_wr,P19,trial_62_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_62_R_affected,False,False,False,False,False,False,False,0.12946428571428573,0.0,
omc,P19,trial_63_R_affected,False,False,False,False,False,False,False,0.009324009324009324,0.009324009324009324,
mmc,P19,trial_63_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_63_R_affected,True,False,False,False,False,False,False,0.16083916083916083,0.0,
mmc_c3kf_wr,P19,trial_63_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_63_R_affected,True,False,False,False,False,False,False,0.16083916083916083,0.0,
omc,P19,trial_64_R_affected,True,False,True,False,False,False,False,0.006578947368421052,0.006578947368421052,
mmc,P19,trial_64_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_64_R_affected,True,False,True,False,False,False,False,0.10032894736842106,0.0,
mmc_c3kf_wr,P19,trial_64_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_64_R_affected,True,False,True,False,False,False,False,0.10032894736842106,0.0,
omc,P19,trial_67_R_affected,False,False,False,False,False,False,False,0.01627906976744186,0.01627906976744186,
mmc,P19,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_67_R_affected,True,False,False,False,False,False,False,0.1511627906976744,0.0,
mmc_c3kf_wr,P19,trial_67_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_67_R_affected,True,False,False,False,False,False,False,0.1511627906976744,0.0,
omc,P19,trial_70_R_affected,False,False,False,False,False,False,False,0.009107468123861567,0.009107468123861567,
mmc,P19,trial_70_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_70_R_affected,True,False,True,False,False,False,False,0.12568306010928962,0.0,
mmc_c3kf_wr,P19,trial_70_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_70_R_affected,True,False,True,False,False,False,False,0.12568306010928962,0.0,
omc,P19,trial_74_R_affected,False,False,False,False,False,False,False,0.011547344110854504,0.011547344110854504,
mmc,P19,trial_74_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_74_R_affected,False,False,False,False,False,False,False,0.12240184757505773,0.0,
mmc_c3kf_wr,P19,trial_74_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_74_R_affected,False,False,False,False,False,False,False,0.12240184757505773,0.0,
omc,P19,trial_77_R_affected,False,False,False,False,False,False,False,0.012531328320802004,0.012531328320802004,
mmc,P19,trial_77_R_affected,False,False,False,False,False,False,False,0.0,0.002506265664160401,
mmc_c3kf,P19,trial_77_R_affected,True,False,False,False,False,False,False,0.0,0.002506265664160401,
mmc_c3kf_wr,P19,trial_77_R_affected,True,False,False,False,False,False,False,0.0,0.002506265664160401,
mmc_c3kf_wr2,P19,trial_77_R_affected,True,False,False,False,False,False,False,0.0,0.002506265664160401,
omc,P19,trial_78_R_affected,False,False,False,False,False,False,False,0.011990407673860911,0.011990407673860911,
mmc,P19,trial_78_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_78_R_affected,False,False,True,False,False,False,False,0.15587529976019185,0.0,
mmc_c3kf_wr,P19,trial_78_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_78_R_affected,False,False,True,False,False,False,False,0.15587529976019185,0.0,
omc,P19,trial_80_R_affected,True,False,True,False,False,False,False,0.01284796573875803,0.01284796573875803,
mmc,P19,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P19,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P19,trial_82_R_affected,False,False,False,False,False,False,False,0.01837270341207349,0.01837270341207349,
mmc,P19,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0026246719160104987,
mmc_c3kf,P19,trial_82_R_affected,False,False,True,False,False,False,False,0.13123359580052493,0.0026246719160104987,
mmc_c3kf_wr,P19,trial_82_R_affected,True,False,True,False,False,False,False,0.0,0.0026246719160104987,
mmc_c3kf_wr2,P19,trial_82_R_affected,False,False,True,False,False,False,False,0.13123359580052493,0.0026246719160104987,
omc,P19,trial_83_R_affected,False,False,False,False,False,False,False,0.0103359173126615,0.0103359173126615,
mmc,P19,trial_83_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_83_R_affected,False,False,True,False,False,False,False,0.13953488372093023,0.0,
mmc_c3kf_wr,P19,trial_83_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_83_R_affected,False,False,True,False,False,False,False,0.13953488372093023,0.0,
omc,P19,trial_84_R_affected,False,False,False,False,False,False,False,0.015625,0.015625,
mmc,P19,trial_84_R_affected,False,False,False,False,False,False,False,0.046875,0.0,
mmc_c3kf,P19,trial_84_R_affected,True,False,False,False,False,False,False,0.1953125,0.0,
mmc_c3kf_wr,P19,trial_84_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_84_R_affected,True,False,False,False,False,False,False,0.1953125,0.0,
omc,P19,trial_85_R_affected,True,False,True,False,False,False,False,0.0070921985815602835,0.0070921985815602835,
mmc,P19,trial_85_R_affected,False,False,False,False,False,False,False,0.01276595744680851,0.0014184397163120568,
mmc_c3kf,P19,trial_85_R_affected,True,False,True,False,False,False,False,0.0,0.0014184397163120568,
mmc_c3kf_wr,P19,trial_85_R_affected,True,False,True,False,False,False,False,0.0,0.0014184397163120568,
mmc_c3kf_wr2,P19,trial_85_R_affected,True,False,True,False,False,False,False,0.0,0.0014184397163120568,
omc,P19,trial_87_R_affected,False,False,False,False,False,False,False,0.013227513227513227,0.013227513227513227,
mmc,P19,trial_87_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P19,trial_87_R_affected,True,False,False,False,False,False,False,0.1402116402116402,0.0,
mmc_c3kf_wr,P19,trial_87_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_87_R_affected,True,False,False,False,False,False,False,0.1402116402116402,0.0,
omc,P19,trial_88_R_affected,True,False,True,False,False,False,False,0.01015228426395939,0.01015228426395939,
mmc,P19,trial_88_R_affected,True,False,True,False,False,False,False,0.04568527918781726,0.0,
mmc_c3kf,P19,trial_88_R_affected,True,False,True,False,False,False,False,0.04568527918781726,0.0,
mmc_c3kf_wr,P19,trial_88_R_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P19,trial_88_R_affected,True,False,True,False,False,False,False,0.04568527918781726,0.0,
omc,P19,trial_90_R_affected,True,False,True,False,False,False,False,0.006,0.006,
mmc,P19,trial_90_R_affected,,,,,,,,,,True
mmc_c3kf,P19,trial_90_R_affected,,,,,,,,,,True
mmc_c3kf_wr,P19,trial_90_R_affected,,,,,,,,,,True
mmc_c3kf_wr2,P19,trial_90_R_affected,,,,,,,,,,True
omc,P19,trial_93_R_affected,False,False,False,False,False,False,False,0.008944543828264758,0.008944543828264758,
mmc,P19,trial_93_R_affected,False,False,False,False,False,False,False,0.0,0.0,
