part,trial,mmc_min_drink,omc_min_drink,gap,ncam_drink,ncam_all,seq_mmc_drink onset,seq_omc_drink onset,seq_mmc_drink offset,seq_omc_drink offset,err,bad
P07,trial_10_L_unaffected,40.83493542322181,44.04418182187641,-3.2092463986545994,1.0,1.0,224.0,230,294.0,290,6.0,False
P07,trial_13_L_unaffected,46.21980214872182,38.72899653882784,7.490805609893975,1.0,1.0,224.0,243,284.0,285,19.0,False
P07,trial_14_L_unaffected,37.678994573280235,37.72310302924735,-0.04410845596711255,1.0,1.0,207.0,216,311.0,303,9.0,False
P07,trial_15_L_unaffected,28.135946863559575,38.591153064414556,-10.455206200854981,1.0,1.0,162.0,173,216.0,216,11.0,False
P07,trial_17_L_unaffected,43.75596425227418,39.813353883599966,3.9426103686742167,1.0,1.0,185.0,200,256.0,254,15.0,False
P07,trial_18_L_unaffected,46.39537925254181,50.23294154389392,-3.837562291352114,1.0,1.0,184.0,213,250.0,245,29.0,False
P07,trial_19_L_unaffected,52.52260366666499,45.40589883062336,7.1167048360416345,1.0,1.0,205.0,212,278.0,266,12.0,False
P07,trial_20_L_unaffected,46.21689320206798,56.12507090713686,-9.90817770506888,1.0,1.0,221.0,254,277.0,274,33.0,True
P07,trial_21_L_unaffected,44.930347172769935,40.21419911219709,4.716148060572841,1.0,1.0,150.0,165,229.0,222,15.0,False
P07,trial_22_L_unaffected,41.59939933865174,47.00415004746911,-5.404750708817367,1.0,1.0,203.0,209,269.0,267,6.0,False
P07,trial_23_L_unaffected,43.95122946934555,39.340913436662056,4.610316032683492,1.0,1.0,174.0,196,272.0,269,22.0,False
P07,trial_24_L_unaffected,43.23211545059966,39.513960648759934,3.7181548018397237,1.0,1.0,248.0,278,357.0,346,30.0,False
P07,trial_27_L_unaffected,29.27380192431139,35.64902157721324,-6.375219652901851,1.0,1.0,209.0,246,290.0,288,37.0,True
P07,trial_28_L_unaffected,28.564929320459047,38.66364187115405,-10.098712550695002,1.0,1.0,225.0,265,298.0,296,40.0,True
P07,trial_2_L_unaffected,58.014739987192954,87.98506627229429,-29.970326285101336,1.0,1.0,139.0,141,164.0,164,2.0,False
P07,trial_30_L_unaffected,39.60067146334324,38.69280072499081,0.9078707383524289,1.0,1.0,184.0,222,269.0,267,38.0,True
P07,trial_31_L_unaffected,40.30518587342149,41.826569208056085,-1.5213833346345922,1.0,1.0,229.0,271,288.0,289,42.0,True
P07,trial_32_L_unaffected,35.548968142369915,35.565262377918614,-0.01629423554869902,1.0,1.0,170.0,181,230.0,229,11.0,False
P07,trial_33_L_unaffected,35.30081375432649,41.64620145696421,-6.345387702637716,1.0,1.0,222.0,249,318.0,313,27.0,False
P07,trial_34_L_unaffected,32.84932111913083,40.102712713407136,-7.253391594276309,1.0,1.0,220.0,248,298.0,297,28.0,False
P07,trial_35_L_unaffected,44.29406820870561,40.7307259343386,3.5633422743670096,1.0,1.0,184.0,186,258.0,253,5.0,False
P07,trial_36_L_unaffected,48.51890661431822,43.362349447962856,5.156557166355363,1.0,1.0,225.0,254,314.0,298,29.0,False
P07,trial_37_L_unaffected,44.80422785878728,44.71464000645079,0.0895878523364857,1.0,1.0,201.0,224,288.0,287,23.0,False
P07,trial_38_L_unaffected,36.43648780005298,43.84492584025114,-7.408438040198163,1.0,1.0,194.0,232,291.0,286,38.0,True
P07,trial_41_L_unaffected,35.75643210412686,43.81909980558125,-8.062667701454394,1.0,1.0,219.0,236,320.0,315,17.0,False
P07,trial_42_L_unaffected,39.078883427192515,46.086720551528146,-7.00783712433563,1.0,1.0,213.0,229,321.0,320,16.0,False
P07,trial_43_R_affected,61.57791709359139,115.32753682365686,-53.74961973006547,1.0,1.0,600.0,599,689.0,695,6.0,False
P07,trial_44_R_affected,58.31115746524033,85.10636333967862,-26.795205874438295,1.0,1.0,325.0,301,438.0,443,24.0,False
P07,trial_46_R_affected,46.71718637036144,62.732540008196565,-16.015353637835126,1.0,1.0,358.0,359,468.0,470,2.0,False
P07,trial_48_R_affected,67.34068823191033,75.10216774334063,-7.761479511430295,1.0,1.0,313.0,319,364.0,357,7.0,False
P07,trial_49_R_affected,43.37485074094942,61.821810386816075,-18.446959645866656,1.0,1.0,284.0,285,407.0,410,3.0,False
P07,trial_52_R_affected,47.99049314584325,77.8404933038109,-29.85000015796765,1.0,1.0,331.0,316,444.0,447,15.0,False
P07,trial_53_R_affected,49.47473487400896,62.596415069282656,-13.121680195273697,1.0,1.0,287.0,315,375.0,390,28.0,False
P07,trial_54_R_affected,37.93523639754153,66.91347523485086,-28.978238837309334,1.0,1.0,248.0,247,361.0,368,7.0,False
P07,trial_55_R_affected,67.09267022747926,68.20233229501555,-1.1096620675362914,1.0,1.0,267.0,263,382.0,382,4.0,False
P07,trial_56_R_affected,47.34899747215039,63.53868906156198,-16.189691589411595,1.0,1.0,298.0,298,422.0,432,10.0,False
P07,trial_57_R_affected,58.75071097225826,67.92996193791626,-9.179250965658,1.0,1.0,338.0,337,445.0,446,1.0,False
P07,trial_59_R_affected,55.592555292884505,92.59634690274291,-37.0037916098584,1.0,1.0,276.0,254,385.0,385,22.0,False
P07,trial_60_R_affected,55.18188284455882,84.54510895921045,-29.36322611465163,1.0,1.0,346.0,346,452.0,451,1.0,False
P07,trial_61_R_affected,49.9854683750686,52.159621422058336,-2.174153046989737,1.0,1.0,379.0,383,470.0,472,4.0,False
P07,trial_62_R_affected,61.74565041768126,77.87809548149724,-16.13244506381598,1.0,1.0,337.0,336,479.0,480,1.0,False
P07,trial_63_R_affected,66.28018220657998,100.49549232413402,-34.21531011755404,1.0,1.0,296.0,298,342.0,337,5.0,False
P07,trial_64_R_affected,67.75030738005788,101.5474866721114,-33.79717929205353,1.0,1.0,383.0,385,528.0,527,2.0,False
P07,trial_65_R_affected,61.46566109624459,80.68044089762199,-19.214779801377404,1.0,1.0,292.0,292,446.0,456,10.0,False
P07,trial_66_R_affected,53.35457878674802,70.93907639449797,-17.584497607749952,1.0,1.0,364.0,366,477.0,482,5.0,False
P07,trial_67_R_affected,65.81808818339232,84.397029073624,-18.578940890231678,1.0,1.0,258.0,259,400.0,405,5.0,False
P07,trial_68_R_affected,52.57595358843529,70.34074543933308,-17.764791850897787,1.0,1.0,314.0,315,443.0,439,4.0,False
P07,trial_69_R_affected,53.53198245519309,75.30106584841856,-21.769083393225472,1.0,1.0,307.0,327,451.0,454,20.0,False
P07,trial_72_R_affected,60.348868579541865,81.09004354478253,-20.741174965240667,1.0,1.0,376.0,379,496.0,496,3.0,False
P07,trial_73_R_affected,47.77378918337324,63.84635747442643,-16.072568291053194,1.0,1.0,258.0,259,360.0,380,20.0,False
P07,trial_74_R_affected,42.14472080029286,61.37183091504743,-19.227110114754574,1.0,1.0,222.0,219,411.0,411,3.0,False
P07,trial_75_R_affected,40.12763806768957,55.095633929977446,-14.967995862287879,1.0,1.0,284.0,285,382.0,391,9.0,False
P07,trial_76_R_affected,43.410506577528004,60.233813630793776,-16.823307053265772,1.0,1.0,305.0,306,444.0,445,1.0,False
P07,trial_78_R_affected,42.51764720153345,80.37789387595153,-37.86024667441808,1.0,1.0,392.0,394,510.0,520,10.0,False
P07,trial_79_R_affected,60.159731285313384,90.46954299668468,-30.309811711371296,1.0,1.0,284.0,295,375.0,383,11.0,False
P07,trial_7_L_unaffected,35.738916827214,45.21873200674166,-9.479815179527662,1.0,1.0,166.0,193,218.0,216,27.0,False
P07,trial_80_R_affected,59.65683908480405,72.2142839147253,-12.557444829921252,1.0,1.0,332.0,331,492.0,493,1.0,False
P07,trial_81_R_affected,53.851255373078104,73.96588528884628,-20.114629915768177,1.0,1.0,313.0,310,461.0,470,9.0,False
P07,trial_82_R_affected,50.499245330131686,74.37007374442716,-23.870828414295474,1.0,1.0,310.0,310,502.0,514,12.0,False
P07,trial_83_R_affected,43.889401679365314,72.01443728484175,-28.125035605476434,1.0,1.0,299.0,300,467.0,479,12.0,False
P07,trial_8_L_unaffected,43.85438685215342,51.72493708934888,-7.870550237195459,1.0,1.0,147.0,160,236.0,230,13.0,False
P07,trial_9_L_unaffected,38.31336010571918,46.03024346380018,-7.716883358081006,1.0,1.0,185.0,208,249.0,247,23.0,False
P08,trial_10_R_unaffected,74.38241949342003,91.76459293196648,-17.382173438546445,1.0,1.0,243.0,238,266.0,263,5.0,False
P08,trial_13_R_unaffected,73.90297780907673,86.09101546454178,-12.188037655465052,1.0,1.0,245.0,253,287.0,283,8.0,False
P08,trial_14_R_unaffected,78.86079570165415,90.12978862141911,-11.268992919764955,1.0,1.0,233.0,239,269.0,268,6.0,False
P08,trial_15_R_unaffected,69.64874921971393,90.92342950239961,-21.27468028268568,1.0,1.0,235.0,241,296.0,294,6.0,False
P08,trial_19_R_unaffected,71.1691358382767,93.7100611693306,-22.5409253310539,1.0,1.0,239.0,245,284.0,284,6.0,False
P08,trial_20_R_unaffected,66.42661197815707,87.69004384284429,-21.26343186468722,1.0,1.0,202.0,211,261.0,263,9.0,False
P08,trial_21_R_unaffected,67.23079559632434,90.48785898505879,-23.25706338873445,1.0,1.0,235.0,240,271.0,271,5.0,False
P08,trial_23_R_unaffected,55.2041809061958,91.04752193084991,-35.84334102465411,1.0,1.0,231.0,237,387.0,387,6.0,False
P08,trial_26_R_unaffected,74.29810264902909,92.47809817025953,-18.17999552123044,1.0,1.0,232.0,235,269.0,266,3.0,False
P08,trial_29_R_unaffected,54.3421553757013,83.0262103915777,-28.684055015876403,1.0,1.0,249.0,249,270.0,269,1.0,False
P08,trial_2_R_unaffected,82.59237349383305,95.61349385002598,-13.021120356192924,1.0,1.0,237.0,243,274.0,274,6.0,False
P08,trial_30_R_unaffected,52.68998804602384,80.1255246064355,-27.435536560411663,1.0,1.0,227.0,231,322.0,320,4.0,False
P08,trial_37_R_unaffected,61.91964724608116,96.20601617796224,-34.28636893188108,1.0,1.0,281.0,279,373.0,374,2.0,False
P08,trial_3_R_unaffected,70.01200874083192,84.52825438079205,-14.516245639960133,1.0,1.0,228.0,227,258.0,256,2.0,False
P08,trial_42_R_unaffected,70.16532665374875,110.07449243049561,-39.90916577674686,1.0,1.0,221.0,221,276.0,279,3.0,False
P08,trial_44_R_unaffected,68.65858639392331,105.52708643691803,-36.86850004299471,1.0,1.0,233.0,231,285.0,285,2.0,False
P08,trial_47_R_unaffected,66.5486054926075,115.76751316978596,-49.21890767717845,1.0,1.0,214.0,223,371.0,376,9.0,False
P08,trial_4_R_unaffected,63.12764895302319,88.71315854469829,-25.5855095916751,1.0,1.0,223.0,225,274.0,274,2.0,False
P08,trial_50_L_affected,55.12115960322975,76.5485046831462,-21.427345079916456,1.0,1.0,514.0,518,567.0,570,4.0,False
P08,trial_52_L_affected,59.598722697882764,77.8166448250722,-18.21792212718944,1.0,1.0,220.0,220,273.0,275,2.0,False
P08,trial_53_L_affected,50.56820820770164,81.82627948506497,-31.258071277363335,1.0,1.0,231.0,230,273.0,271,2.0,False
P08,trial_54_L_affected,52.681267401962124,79.68259695408256,-27.00132955212043,1.0,1.0,220.0,218,250.0,251,2.0,False
P08,trial_55_L_affected,55.301896214917384,75.0311174889101,-19.729221273992714,1.0,1.0,229.0,230,270.0,272,2.0,False
P08,trial_56_L_affected,52.420507393611835,79.67698756361384,-27.256480170002,1.0,1.0,248.0,247,255.0,255,1.0,False
P08,trial_58_L_affected,50.08912700179971,71.43964371349456,-21.35051671169485,1.0,1.0,244.0,247,274.0,275,3.0,False
P08,trial_59_L_affected,62.20123036038501,80.54050714601195,-18.339276785626936,1.0,1.0,220.0,224,242.0,244,4.0,False
P08,trial_60_L_affected,63.985088359663315,80.08218702396158,-16.097098664298265,1.0,1.0,215.0,220,272.0,269,5.0,False
P08,trial_61_L_affected,59.772596792480286,77.29989867524709,-17.527301882766807,1.0,1.0,236.0,239,255.0,257,3.0,False
P08,trial_62_L_affected,52.18267277950228,80.6330065373281,-28.450333757825817,1.0,1.0,235.0,253,351.0,351,18.0,False
P08,trial_63_L_affected,53.56723449357519,79.32698502338044,-25.759750529805252,1.0,1.0,238.0,235,252.0,254,3.0,False
P08,trial_64_L_affected,61.37527251230109,88.18121664080213,-26.805944128501046,1.0,1.0,218.0,221,260.0,261,3.0,False
P08,trial_65_L_affected,54.416327464641796,82.90516792445939,-28.488840459817595,1.0,1.0,231.0,238,256.0,257,7.0,False
P08,trial_68_L_affected,52.86739935312893,88.12929786939831,-35.26189851626938,1.0,1.0,221.0,222,260.0,264,4.0,False
P08,trial_69_L_affected,54.09008335402095,83.84826243973049,-29.758179085709543,1.0,1.0,231.0,236,276.0,277,5.0,False
P08,trial_73_L_affected,59.96443372163808,94.13410753846036,-34.169673816822275,1.0,1.0,229.0,227,244.0,247,3.0,False
P08,trial_74_L_affected,63.560919606188556,85.2822867976043,-21.721367191415744,1.0,1.0,241.0,253,297.0,300,12.0,False
P08,trial_75_L_affected,54.74073393180703,79.71277029546347,-24.972036363656443,1.0,1.0,255.0,253,306.0,308,2.0,False
P08,trial_76_L_affected,65.98440044015962,89.19495984834877,-23.210559408189155,1.0,1.0,228.0,233,292.0,297,5.0,False
P08,trial_77_L_affected,60.177662847604736,88.32202179034195,-28.144358942737213,1.0,1.0,237.0,240,287.0,288,3.0,False
P08,trial_78_L_affected,58.02982363409894,85.99729985230098,-27.967476218202044,1.0,1.0,238.0,238,283.0,282,1.0,False
P08,trial_79_L_affected,53.56390279972125,74.83956621989886,-21.275663420177608,1.0,1.0,244.0,243,293.0,295,2.0,False
P08,trial_83_L_affected,75.26123028291359,91.85702563093625,-16.595795348022662,1.0,1.0,249.0,253,327.0,330,4.0,False
P08,trial_85_L_affected,84.21542761230675,105.04547786654847,-20.830050254241712,1.0,1.0,251.0,246,292.0,293,5.0,False
P08,trial_86_L_affected,75.40188383890714,86.16675360822897,-10.764869769321834,1.0,1.0,241.0,246,333.0,331,5.0,False
P08,trial_87_L_affected,78.53120399065082,101.65952662997034,-23.12832263931952,1.0,1.0,252.0,229,282.0,282,23.0,False
P08,trial_89_L_affected,57.892780480530824,81.91899590814903,-24.026215427618205,1.0,1.0,258.0,260,288.0,289,2.0,False
P08,trial_9_R_unaffected,68.51417976068186,90.61894023643708,-22.104760475755228,1.0,1.0,239.0,256,285.0,286,17.0,False
P10,trial_10_R_unaffected,51.887342811909136,127.047527815793,-75.16018500388387,1.0,0.9508196721311475,241.0,240,339.0,348,9.0,False
P10,trial_11_R_unaffected,48.90502539101148,126.05795903358991,-77.15293364257843,1.0,0.8442307692307692,218.0,212,326.0,325,6.0,False
P10,trial_12_R_unaffected,50.54262891378866,129.1855483967207,-78.64291948293203,1.0,0.9874739039665971,238.0,231,315.0,317,7.0,False
P10,trial_13_R_unaffected,42.8572340221282,127.50922895624119,-84.65199493411299,1.0,1.0,242.0,222,294.0,295,20.0,False
P10,trial_14_R_unaffected,59.98013233706949,126.07153453351334,-66.09140219644385,1.0,1.0,216.0,221,297.0,295,5.0,False
P10,trial_15_R_unaffected,50.89760035267482,123.61491457608005,-72.71731422340522,1.0,0.7819253438113949,236.0,229,322.0,320,7.0,False
P10,trial_16_R_unaffected,49.10899692674686,124.58044454070813,-75.47144761396126,1.0,1.0,225.0,225,306.0,308,2.0,False
P10,trial_17_R_unaffected,49.103899866371606,124.98040453373123,-75.87650466735963,1.0,1.0,228.0,226,327.0,330,3.0,False
P10,trial_18_R_unaffected,49.20029187064604,123.13650902520872,-73.93621715456268,1.0,1.0,222.0,223,303.0,305,2.0,False
P10,trial_19_R_unaffected,34.29410074647128,121.43473767617196,-87.14063692970069,1.0,1.0,225.0,221,292.0,303,11.0,False
