part,k,subset,cov,err_wr,err_el,err_sh
P07,3,24,42.33165740966797,22.415785585752143,45.91001126621397,37.52646331382121
P07,3,34,35.06327438354492,27.453529781602423,34.63964248119435,33.97370808322657
P07,3,123,32.44694137573242,29.072732780703035,38.537648027068585,35.25316945270211
P07,3,124,54.5941047668457,20.47818007721068,46.74406155082341,46.185486926679246
P07,3,134,53.83683395385742,27.277833320081584,37.883260574850944,41.69944594214449
P07,3,234,29.4283390045166,27.43766994882616,42.07650759431345,51.170293778957685
P07,4,123,32.44694137573242,24.41455580214253,40.76438858805726,29.19759024993992
P07,4,124,54.5941047668457,18.939628818763364,46.968225977198905,38.159974404886896
P07,4,134,53.83683395385742,23.6752766142634,38.31160150365086,35.537212541691495
P07,4,234,29.4283390045166,24.76687253246542,39.45618110012016,35.511158216143144
P07,4,1234,42.57655715942383,24.741371784896035,40.07013621395849,43.07867398930255
P07,5,1234,42.57655715942383,22.19201527810495,40.59377553312218,35.81748981459854
P07,2,1,,24.507717538330954,57.36950845878924,32.95237302695488
P07,2,2,,23.69059786588882,52.473104117757785,30.27329936911952
P07,2,3,,23.81263454706096,41.653390319607794,32.91892859390451
P07,2,4,,27.860973882571564,44.172950996672576,77.61359240396592
P07,2,12,40.72708511352539,25.106312314434263,53.56813428752626,39.10413925243441
P07,2,13,45.72364807128906,23.678311262895782,46.88489588741956,39.8672341161256
P07,2,14,80.72357177734375,22.1751169826988,51.37795924898396,50.920915485999735
P07,2,23,10.890088081359863,29.445313410828422,67.84354360639317,45.98509107421452
P07,2,24,42.33165740966797,21.71293392477613,55.0976723032239,50.83187900191457
P07,2,34,35.06327438354492,24.359495834492822,48.89208291359042,50.388064798079775
P07,3,12,40.72708511352539,23.4805156006493,54.65201673557721,33.175099986426304
P07,3,13,45.72364807128906,21.140808016035432,45.326412775066224,33.946480003864835
P07,3,14,80.72357177734375,19.142936399889376,49.45140694476645,44.66110898556318
P07,3,23,10.890088081359863,21.23578113481713,48.384639538197575,32.52916747782202
P07,3,24,42.33165740966797,19.65020641434159,50.41833003149099,38.985052148721735
P07,3,34,35.06327438354492,21.57259989378267,41.12956060857126,37.91485981092393
P07,3,123,32.44694137573242,21.638531425431385,49.999345654545806,39.454150238942255
P07,3,124,54.5941047668457,20.295952247558446,52.50634749004457,47.5497251817793
