part,cond,fstd,r_raw,pert_std,r_shrink
P07,affected,3.32155195933255,0.955310571171623,0.0034788099840605898,0.5261226955185833
P07,affected,3.1191300514174576,0.8932379737495159,0.0049053665117036495,0.4640023678355325
P07,affected,3.279974200768364,0.9145915835196181,0.0043250004316718925,0.49798928989238145
P07,affected,3.7663372695497035,0.915925592350611,0.003931994273490225,0.5603842967387656
P07,affected,2.910148653022295,0.9291799459525082,0.004603527059534605,0.45046701555750673
P07,affected,3.01889040288254,0.9207852676520707,0.003494508260979487,0.4632825075694423
P07,affected,3.578865959096943,0.9144977616320884,0.0039210798473292684,0.5370961844093489
P07,affected,3.6569542179155503,0.9256384855884138,0.0032777620219527123,0.5532865705469419
P07,affected,2.0769065641698683,0.7525198459840925,0.01120721249859403,0.24381380926644566
P07,affected,4.098236025127512,0.9257248956589272,0.002626564596715657,0.6027417543987151
P07,affected,2.8410745721851725,0.8986703671837106,0.0052059301596383695,0.4249020215454929
P07,affected,2.6547170705298897,0.8521027574950635,0.005678890033878534,0.37421436630323823
P07,affected,4.221460206735847,0.9241552370505712,0.003229181694020851,0.6140444276885271
P07,affected,4.561508945636276,0.9095658482938117,0.002530257790710797,0.6349326176335819
P07,affected,3.180469566960178,0.9837732376204281,0.002651311359185603,0.5205883022005521
P07,affected,2.6330722047155173,0.8893210277745422,0.007829323707061844,0.38697655592190444
P07,affected,3.236928396855407,0.9838003561729417,0.0020268531847807275,0.5292189256273279
P07,affected,2.8797902502768777,0.9068438561294617,0.005215777965848684,0.43488964668325014
P07,affected,3.4697550888684416,0.9294617907888416,0.003589179987144258,0.5318632144497755
P07,affected,3.4546370750380766,0.8207322283763274,0.006143054384347077,0.4678896028504084
P07,affected,2.528596196041754,0.7528195664455433,0.009956648234255423,0.3126828451535732
P07,affected,3.912558715608048,0.871829240521044,0.004125189150453819,0.5490373277075372
P07,affected,2.0911752549787157,0.9245353652129343,0.0067756207581647025,0.30232571824243404
P07,affected,2.265764336676903,0.9075262923042207,0.008329084565453603,0.32963490162311393
P07,affected,1.8093036658404504,0.7886737068143128,0.016673330759609303,0.21035315951776332
P07,affected,2.605713586646599,0.8555956023863703,0.0057483408659371555,0.3679144363723405
P07,affected,3.8190595946095867,0.9367150907120387,0.0026333827327738495,0.579269318347613
P07,affected,3.755869285480453,0.9016606480067789,0.0037117050581595224,0.5504639355680327
P07,affected,3.48956896098931,0.9027469977036728,0.005077209935778807,0.5190907734067449
P07,affected,3.3240750163354646,0.9351886361797636,0.004107180279676883,0.5153922152966764
P08,unaffected,4.225858552823206,0.9508918278334326,0.0034138849293607,0.6322506585199305
P08,unaffected,3.6032500312153326,0.955716457615214,0.0032050477627377848,0.564446504026116
P08,unaffected,3.688419944219528,0.9280646807743514,0.004289924332256535,0.5585540224977208
P08,unaffected,4.589377102626267,0.9398039907797503,0.0030158843761248872,0.6584478472935469
P08,unaffected,5.118770522347588,0.9058965023274892,0.0027659273353705595,0.6742871579110913
P08,unaffected,4.707502380938855,0.9168445655671161,0.003271973256170651,0.6520355843730913
P08,unaffected,4.1611764991671665,0.951532514520965,0.003805398037119127,0.6261034527759906
