part,hip_vis,tilt,flex_mmc,flex_omc,gt
P12,0.8501026694045175,8.847607081253326,44.36941479249188,49.86391689746591,58.6672266423763
P12,0.9584295612009238,8.033089796125672,43.1065581653449,47.404841068258165,56.18967328543762
P12,0.9440860215053763,8.200793083801337,49.00242196850902,53.75161617796441,60.66356081278322
P12,0.9864559819413092,8.988630233701429,49.33616023040822,54.911727450463836,61.16484734315871
P12,0.9883720930232558,8.302483581313421,50.530715028526494,55.90933638637868,62.418819260924444
P12,0.9748858447488584,8.152554264452128,50.7203153444964,55.743461458744996,61.58093010279939
P12,1.0,7.903444818945079,56.866419394632935,64.06662913383379,56.72901182200051
P12,0.6504424778761062,9.18289242935723,46.567253869447896,52.50079022351471,60.248132218820594
P12,0.8432671081677704,8.90582078284023,48.43106099070773,54.19941284568193,60.966219335338586
P12,0.8029661016949152,8.831111825786778,49.007081054218325,54.699256367382034,61.22224194794733
P12,0.9212765957446809,8.267446119582143,48.927493446438305,54.16197813292939,60.218792144674005
P12,0.7939698492462312,8.167408301317417,37.58102237169672,42.793346822328374,50.81748634979029
P12,0.7740492170022372,8.358970182572962,37.44657842943557,42.819602525369,51.96720752885321
P12,0.7433035714285714,9.10896545316155,42.113709129263746,47.939521627121664,56.053510478481286
P12,0.8119834710743802,8.598725390244429,42.19117148110347,47.43157455784106,54.48429817901662
P12,0.7581699346405228,8.780716848890306,42.79418688230319,47.80795827161699,55.23308798208708
P12,1.0,7.350699382757781,49.46147499111773,56.321020060535844,51.525325834152284
P12,0.7274725274725274,8.618308432871839,38.39522363836264,43.587022312106605,52.59800432566229
P12,0.6973995271867612,8.395550117665458,40.65347682703541,45.23782630178722,53.73393281912094
P12,0.7308584686774942,8.772163383362527,39.82882857831864,45.035361769463556,53.68925919080049
P12,0.7818181818181819,8.432718536357834,43.42426000456321,48.50466367741494,56.01058691230127
P12,0.7808857808857809,8.163553312512274,41.13856409633148,45.839138839127436,53.95102571532975
P12,0.8177458033573142,8.10446700306848,43.394974357005495,48.057833389087385,55.45093336844326
P12,0.7815315315315315,7.91943299721557,42.707754082897026,47.47790649244258,55.757927986372636
P12,0.7730192719486081,8.008382718300625,40.006222138995255,44.99331829819935,54.120247874676885
P12,1.0,7.106716227183173,47.356843819654195,54.0640587859867,51.09066014184109
P12,0.8579881656804734,8.637105866338324,41.733645321936194,47.35336172220753,55.26602597445513
P12,0.9574468085106383,7.568325556616807,46.383499005104945,50.986300097992434,58.54734217138244
